Country,Year,LE
Argentina,1970,65.6
Argentina,1971,65.5
Argentina,1972,65.9
Argentina,1973,66.3
Argentina,1974,66.6
Argentina,1975,67.1
Argentina,1976,67.2
Argentina,1977,67.9
Argentina,1978,68.2
Argentina,1979,68.5
Argentina,1980,68.6
Argentina,1981,69.0
Argentina,1982,68.9
Argentina,1983,69.3
Argentina,1984,69.2
Argentina,1985,69.7
Argentina,1986,70.1
Argentina,1987,70.6
Argentina,1988,71.1
Argentina,1989,71.4
Argentina,1990,71.8
Argentina,1991,72.3
Argentina,1992,72.4
Argentina,1993,72.6
Argentina,1994,73.2
Argentina,1995,73.1
Argentina,1996,73.3
Argentina,1997,73.1
Argentina,1998,73.5
Argentina,1999,73.7
Argentina,2000,73.9
Argentina,2001,74.2
Argentina,2002,74.4
Argentina,2003,74.1
Argentina,2004,74.9
Argentina,2005,75.1
Argentina,2006,75.4
Argentina,2007,75.0
Argentina,2008,75.6
Argentina,2009,75.9
Argentina,2010,75.7
Argentina,2011,76.1
Argentina,2012,76.5
Argentina,2013,76.5
Argentina,2014,76.8
Argentina,2015,76.8
Argentina,2016,76.3
Argentina,2017,76.8
Argentina,2018,77.0
Argentina,2019,77.3
Argentina,2020,75.9
Argentina,2021,75.4
Aruba,1950,57.2
Aruba,1951,57.7
Aruba,1952,58.7
Aruba,1953,59.5
Aruba,1954,60.4
Aruba,1955,61.2
Aruba,1956,62.0
Aruba,1957,62.6
Aruba,1958,63.1
Aruba,1959,63.7
Aruba,1960,64.2
Aruba,1961,64.5
Aruba,1962,64.8
Aruba,1963,65.1
Aruba,1964,65.3
Aruba,1965,65.5
Aruba,1966,66.1
Aruba,1967,66.4
Aruba,1968,66.8
Aruba,1969,67.2
Aruba,1970,67.6
Aruba,1971,68.0
Aruba,1972,68.6
Aruba,1973,69.1
Aruba,1974,69.5
Aruba,1975,69.8
Aruba,1976,70.0
Aruba,1977,70.3
Aruba,1978,70.5
Aruba,1979,70.8
Aruba,1980,71.1
Aruba,1981,71.7
Aruba,1982,72.0
Aruba,1983,72.1
Aruba,1984,72.3
Aruba,1985,72.4
Aruba,1986,72.5
Aruba,1987,72.8
Aruba,1988,73.0
Aruba,1989,73.0
Aruba,1990,73.1
Aruba,1991,73.1
Aruba,1992,73.2
Aruba,1993,73.2
Aruba,1994,73.3
Aruba,1995,73.3
Aruba,1996,73.4
Aruba,1997,73.5
Aruba,1998,73.5
Aruba,1999,73.6
Aruba,2000,73.6
Aruba,2001,73.6
Aruba,2002,73.7
Aruba,2003,73.8
Aruba,2004,73.6
Aruba,2005,73.8
Aruba,2006,74.0
Aruba,2007,74.2
Aruba,2008,74.1
Aruba,2009,74.6
Aruba,2010,75.4
Aruba,2011,75.5
Aruba,2012,75.5
Aruba,2013,75.6
Aruba,2014,75.6
Aruba,2015,75.7
Aruba,2016,75.6
Aruba,2017,75.9
Aruba,2018,76.1
Aruba,2019,76.2
Aruba,2020,75.7
Aruba,2021,74.6
Australia,1950,69.0
Australia,1951,68.7
Australia,1952,69.1
Australia,1953,69.7
Australia,1954,69.9
Australia,1955,70.2
Australia,1956,70.0
Australia,1957,70.3
Australia,1958,70.9
Australia,1959,70.4
Australia,1960,70.9
Australia,1961,71.1
Australia,1962,70.9
Australia,1963,71.0
Australia,1964,70.6
Australia,1965,70.8
Australia,1966,70.7
Australia,1967,71.0
Australia,1968,70.7
Australia,1969,71.1
Australia,1970,70.7
Australia,1971,71.5
Australia,1972,71.8
Australia,1973,72.1
Australia,1974,71.9
Australia,1975,72.8
Australia,1976,72.8
Australia,1977,73.5
Australia,1978,73.7
Australia,1979,74.3
Australia,1980,74.6
Australia,1981,74.8
Australia,1982,74.7
Australia,1983,75.4
Australia,1984,75.5
Australia,1985,75.4
Australia,1986,76.1
Australia,1987,76.1
Australia,1988,76.3
Australia,1989,76.2
Australia,1990,77.0
Australia,1991,77.5
Australia,1992,77.5
Australia,1993,78.0
Australia,1994,77.9
Australia,1995,78.3
Australia,1996,78.3
Australia,1997,78.6
Australia,1998,79.0
Australia,1999,79.3
Australia,2000,79.6
Australia,2001,80.0
Australia,2002,80.1
Australia,2003,80.5
Australia,2004,80.8
Australia,2005,81.1
Australia,2006,81.3
Australia,2007,81.3
Australia,2008,81.5
Australia,2009,81.8
Australia,2010,82.1
Australia,2011,82.1
Australia,2012,82.3
Australia,2013,82.6
Australia,2014,82.6
Australia,2015,82.7
Australia,2016,82.9
Australia,2017,83.0
Australia,2018,83.4
Australia,2019,83.1
Australia,2020,84.3
Australia,2021,84.5
Austria,1950,64.8
Austria,1951,65.2
Austria,1952,66.7
Austria,1953,67.3
Austria,1954,67.3
Austria,1955,67.6
Austria,1956,67.7
Austria,1957,67.4
Austria,1958,68.5
Austria,1959,68.4
Austria,1960,68.7
Austria,1961,69.7
Austria,1962,69.5
Austria,1963,69.7
Austria,1964,70.1
Austria,1965,69.9
Austria,1966,70.2
Austria,1967,70.1
Austria,1968,70.3
Austria,1969,70.0
Austria,1970,70.1
Austria,1971,70.3
Austria,1972,70.6
Austria,1973,71.2
Austria,1974,71.2
Austria,1975,71.3
Austria,1976,71.8
Austria,1977,72.1
Austria,1978,72.2
Austria,1979,72.5
Austria,1980,72.7
Austria,1981,73.0
Austria,1982,73.1
Austria,1983,73.2
Austria,1984,73.8
Austria,1985,74.0
Austria,1986,74.5
Austria,1987,74.9
Austria,1988,75.4
Austria,1989,75.5
Austria,1990,75.7
Austria,1991,75.8
Austria,1992,76.0
Austria,1993,76.2
Austria,1994,76.5
Austria,1995,76.8
Austria,1996,77.0
Austria,1997,77.4
Austria,1998,77.8
Austria,1999,78.0
Austria,2000,78.2
Austria,2001,78.7
Austria,2002,78.8
Austria,2003,78.8
Austria,2004,79.4
Austria,2005,79.5
Austria,2006,80.0
Austria,2007,80.2
Austria,2008,80.4
Austria,2009,80.2
Austria,2010,80.5
Austria,2011,80.8
Austria,2012,80.8
Austria,2013,81.1
Austria,2014,81.4
Austria,2015,81.2
Austria,2016,81.6
Austria,2017,81.6
Austria,2018,81.7
Austria,2019,81.9
Austria,2020,81.5
Austria,2021,81.6
Barbados,1950,55.2
Barbados,1951,55.4
Barbados,1952,55.9
Barbados,1953,56.7
Barbados,1954,57.9
Barbados,1955,59.0
Barbados,1956,61.1
Barbados,1957,62.0
Barbados,1958,63.0
Barbados,1959,63.9
Barbados,1960,64.6
Barbados,1961,65.3
Barbados,1962,65.9
Barbados,1963,66.5
Barbados,1964,67.0
Barbados,1965,67.4
Barbados,1966,67.8
Barbados,1967,67.9
Barbados,1968,68.1
Barbados,1969,68.4
Barbados,1970,68.3
Barbados,1971,68.6
Barbados,1972,68.9
Barbados,1973,69.2
Barbados,1974,69.5
Barbados,1975,69.9
Barbados,1976,70.2
Barbados,1977,70.7
Barbados,1978,71.1
Barbados,1979,71.5
Barbados,1980,71.9
Barbados,1981,72.1
Barbados,1982,72.3
Barbados,1983,72.5
Barbados,1984,72.6
Barbados,1985,72.5
Barbados,1986,72.6
Barbados,1987,72.7
Barbados,1988,72.7
Barbados,1989,72.7
Barbados,1990,72.8
Barbados,1991,72.8
Barbados,1992,72.9
Barbados,1993,73.2
Barbados,1994,73.2
Barbados,1995,73.3
Barbados,1996,73.5
Barbados,1997,73.5
Barbados,1998,73.7
Barbados,1999,74.0
Barbados,2000,74.1
Barbados,2001,74.2
Barbados,2002,74.4
Barbados,2003,74.5
Barbados,2004,74.7
Barbados,2005,74.9
Barbados,2006,75.1
Barbados,2007,75.3
Barbados,2008,75.4
Barbados,2009,75.7
Barbados,2010,75.7
Barbados,2011,75.9
Barbados,2012,76.1
Barbados,2013,76.3
Barbados,2014,76.5
Barbados,2015,76.7
Barbados,2016,76.8
Barbados,2017,76.9
Barbados,2018,77.1
Barbados,2019,77.3
Barbados,2020,77.4
Barbados,2021,77.6
Belarus,1950,59.5
Belarus,1951,59.8
Belarus,1952,61.2
Belarus,1953,62.3
Belarus,1954,63.4
Belarus,1955,64.5
Belarus,1956,65.4
Belarus,1957,66.4
Belarus,1958,68.2
Belarus,1959,68.3
Belarus,1960,69.8
Belarus,1961,70.3
Belarus,1962,70.0
Belarus,1963,70.2
Belarus,1964,71.2
Belarus,1965,71.1
Belarus,1966,71.3
Belarus,1967,71.5
Belarus,1968,71.3
Belarus,1969,71.5
Belarus,1970,71.2
Belarus,1971,71.5
Belarus,1972,71.3
Belarus,1973,71.5
Belarus,1974,71.3
Belarus,1975,70.9
Belarus,1976,70.8
Belarus,1977,70.7
Belarus,1978,70.5
Belarus,1979,70.3
Belarus,1980,70.3
Belarus,1981,70.3
Belarus,1982,70.5
Belarus,1983,70.2
Belarus,1984,69.9
Belarus,1985,70.0
Belarus,1986,70.6
Belarus,1987,70.6
Belarus,1988,70.5
Belarus,1989,70.0
Belarus,1990,69.9
Belarus,1991,69.7
Belarus,1992,69.4
Belarus,1993,68.6
Belarus,1994,69.2
Belarus,1995,68.8
Belarus,1996,68.9
Belarus,1997,68.7
Belarus,1998,68.6
Belarus,1999,68.4
Belarus,2000,69.2
Belarus,2001,68.9
Belarus,2002,68.5
Belarus,2003,68.9
Belarus,2004,69.4
Belarus,2005,69.4
Belarus,2006,70.0
Belarus,2007,70.8
Belarus,2008,70.9
Belarus,2009,71.1
Belarus,2010,71.1
Belarus,2011,71.5
Belarus,2012,72.6
Belarus,2013,73.0
Belarus,2014,73.6
Belarus,2015,74.0
Belarus,2016,74.3
Belarus,2017,74.5
Belarus,2018,74.6
Belarus,2019,74.2
Belarus,2020,72.5
Belarus,2021,72.4
Belgium,1950,66.3
Belgium,1951,66.7
Belgium,1952,68.0
Belgium,1953,68.4
Belgium,1954,68.6
Belgium,1955,68.5
Belgium,1956,68.8
Belgium,1957,69.2
Belgium,1958,69.9
Belgium,1959,70.3
Belgium,1960,69.6
Belgium,1961,70.5
Belgium,1962,70.2
Belgium,1963,70.0
Belgium,1964,70.7
Belgium,1965,70.6
Belgium,1966,70.6
Belgium,1967,70.9
Belgium,1968,70.6
Belgium,1969,70.7
Belgium,1970,70.9
Belgium,1971,71.1
Belgium,1972,71.4
Belgium,1973,71.6
Belgium,1974,72.0
Belgium,1975,72.0
Belgium,1976,72.1
Belgium,1977,72.8
Belgium,1978,72.7
Belgium,1979,73.2
Belgium,1980,73.2
Belgium,1981,73.6
Belgium,1982,73.9
Belgium,1983,73.9
Belgium,1984,74.4
Belgium,1985,74.5
Belgium,1986,74.7
Belgium,1987,75.3
Belgium,1988,75.6
Belgium,1989,75.6
Belgium,1990,76.1
Belgium,1991,76.2
Belgium,1992,76.4
Belgium,1993,76.4
Belgium,1994,76.7
Belgium,1995,76.8
Belgium,1996,77.2
Belgium,1997,77.4
Belgium,1998,77.5
Belgium,1999,77.6
Belgium,2000,77.8
Belgium,2001,78.1
Belgium,2002,78.2
Belgium,2003,78.3
Belgium,2004,79.0
Belgium,2005,79.1
Belgium,2006,79.4
Belgium,2007,79.5
Belgium,2008,79.6
Belgium,2009,79.8
Belgium,2010,80.0
Belgium,2011,80.4
Belgium,2012,80.3
Belgium,2013,80.5
Belgium,2014,81.1
Belgium,2015,80.9
Belgium,2016,81.3
Belgium,2017,81.4
Belgium,2018,81.5
Belgium,2019,81.8
Belgium,2020,80.8
Belgium,2021,81.9
Bermuda,1950,54.7
Bermuda,1951,50.7
Bermuda,1952,55.3
Bermuda,1953,57.2
Bermuda,1954,56.8
Bermuda,1955,59.3
Bermuda,1956,66.2
Bermuda,1957,65.9
Bermuda,1958,67.3
Bermuda,1959,66.9
Bermuda,1960,67.2
Bermuda,1961,64.1
Bermuda,1962,63.8
Bermuda,1963,63.8
Bermuda,1964,67.6
Bermuda,1965,67.8
Bermuda,1966,63.4
Bermuda,1967,68.4
Bermuda,1968,68.5
Bermuda,1969,68.2
Bermuda,1970,69.5
Bermuda,1971,68.5
Bermuda,1972,70.0
Bermuda,1973,71.9
Bermuda,1974,72.4
Bermuda,1975,72.6
Bermuda,1976,71.9
Bermuda,1977,72.1
Bermuda,1978,72.9
Bermuda,1979,73.3
Bermuda,1980,73.5
Bermuda,1981,73.7
Bermuda,1982,73.7
Bermuda,1983,74.1
Bermuda,1984,74.5
Bermuda,1985,73.3
Bermuda,1986,73.4
Bermuda,1987,74.0
Bermuda,1988,74.9
Bermuda,1989,74.3
Bermuda,1990,74.5
Bermuda,1991,74.9
Bermuda,1992,73.8
Bermuda,1993,74.5
Bermuda,1994,73.6
Bermuda,1995,76.1
Bermuda,1996,78.2
Bermuda,1997,78.0
Bermuda,1998,79.9
Bermuda,1999,79.1
Bermuda,2000,78.9
Bermuda,2001,79.9
Bermuda,2002,80.6
Bermuda,2003,79.3
Bermuda,2004,81.1
Bermuda,2005,77.9
Bermuda,2006,77.6
Bermuda,2007,79.4
Bermuda,2008,78.6
Bermuda,2009,80.0
Bermuda,2010,80.5
Bermuda,2011,81.4
Bermuda,2012,81.3
Bermuda,2013,80.0
Bermuda,2014,79.5
Bermuda,2015,80.9
Bermuda,2016,80.6
Bermuda,2017,82.4
Bermuda,2018,80.8
Bermuda,2019,81.0
Bermuda,2020,81.1
Bermuda,2021,79.3
Bonaire Sint Eustatius and Saba,1950,60.7
Bonaire Sint Eustatius and Saba,1951,61.9
Bonaire Sint Eustatius and Saba,1952,65.1
Bonaire Sint Eustatius and Saba,1953,64.9
Bonaire Sint Eustatius and Saba,1954,65.6
Bonaire Sint Eustatius and Saba,1955,66.1
Bonaire Sint Eustatius and Saba,1956,65.6
Bonaire Sint Eustatius and Saba,1957,66.9
Bonaire Sint Eustatius and Saba,1958,67.5
Bonaire Sint Eustatius and Saba,1959,67.4
Bonaire Sint Eustatius and Saba,1960,67.6
Bonaire Sint Eustatius and Saba,1961,67.1
Bonaire Sint Eustatius and Saba,1962,68.2
Bonaire Sint Eustatius and Saba,1963,70.0
Bonaire Sint Eustatius and Saba,1964,70.0
Bonaire Sint Eustatius and Saba,1965,67.8
Bonaire Sint Eustatius and Saba,1966,69.7
Bonaire Sint Eustatius and Saba,1967,70.5
Bonaire Sint Eustatius and Saba,1968,70.2
Bonaire Sint Eustatius and Saba,1969,71.6
Bonaire Sint Eustatius and Saba,1970,73.4
Bonaire Sint Eustatius and Saba,1971,72.9
Bonaire Sint Eustatius and Saba,1972,73.1
Bonaire Sint Eustatius and Saba,1973,73.5
Bonaire Sint Eustatius and Saba,1974,73.7
Bonaire Sint Eustatius and Saba,1975,74.0
Bonaire Sint Eustatius and Saba,1976,74.1
Bonaire Sint Eustatius and Saba,1977,73.6
Bonaire Sint Eustatius and Saba,1978,73.3
Bonaire Sint Eustatius and Saba,1979,72.9
Bonaire Sint Eustatius and Saba,1980,72.1
Bonaire Sint Eustatius and Saba,1981,72.3
Bonaire Sint Eustatius and Saba,1982,73.6
Bonaire Sint Eustatius and Saba,1983,73.9
Bonaire Sint Eustatius and Saba,1984,73.8
Bonaire Sint Eustatius and Saba,1985,73.7
Bonaire Sint Eustatius and Saba,1986,73.6
Bonaire Sint Eustatius and Saba,1987,73.6
Bonaire Sint Eustatius and Saba,1988,74.2
Bonaire Sint Eustatius and Saba,1989,73.7
Bonaire Sint Eustatius and Saba,1990,73.5
Bonaire Sint Eustatius and Saba,1991,73.0
Bonaire Sint Eustatius and Saba,1992,72.6
Bonaire Sint Eustatius and Saba,1993,74.0
Bonaire Sint Eustatius and Saba,1994,74.4
Bonaire Sint Eustatius and Saba,1995,75.4
Bonaire Sint Eustatius and Saba,1996,74.2
Bonaire Sint Eustatius and Saba,1997,74.9
Bonaire Sint Eustatius and Saba,1998,74.9
Bonaire Sint Eustatius and Saba,1999,75.4
Bonaire Sint Eustatius and Saba,2000,75.1
Bonaire Sint Eustatius and Saba,2001,74.8
Bonaire Sint Eustatius and Saba,2002,75.0
Bonaire Sint Eustatius and Saba,2003,75.1
Bonaire Sint Eustatius and Saba,2004,75.1
Bonaire Sint Eustatius and Saba,2005,75.2
Bonaire Sint Eustatius and Saba,2006,74.6
Bonaire Sint Eustatius and Saba,2007,75.5
Bonaire Sint Eustatius and Saba,2008,75.5
Bonaire Sint Eustatius and Saba,2009,75.6
Bonaire Sint Eustatius and Saba,2010,75.3
Bonaire Sint Eustatius and Saba,2011,76.5
Bonaire Sint Eustatius and Saba,2012,75.2
Bonaire Sint Eustatius and Saba,2013,75.5
Bonaire Sint Eustatius and Saba,2014,76.6
Bonaire Sint Eustatius and Saba,2015,77.5
Bonaire Sint Eustatius and Saba,2016,75.5
Bonaire Sint Eustatius and Saba,2017,77.3
Bonaire Sint Eustatius and Saba,2018,75.6
Bonaire Sint Eustatius and Saba,2019,76.4
Bonaire Sint Eustatius and Saba,2020,75.9
Bonaire Sint Eustatius and Saba,2021,75.1
Bulgaria,1950,61.5
Bulgaria,1951,60.7
Bulgaria,1952,59.6
Bulgaria,1953,64.2
Bulgaria,1954,64.4
Bulgaria,1955,64.9
Bulgaria,1956,65.2
Bulgaria,1957,66.6
Bulgaria,1958,68.7
Bulgaria,1959,66.7
Bulgaria,1960,69.2
Bulgaria,1961,70.3
Bulgaria,1962,69.6
Bulgaria,1963,70.4
Bulgaria,1964,71.2
Bulgaria,1965,71.3
Bulgaria,1966,71.2
Bulgaria,1967,70.4
Bulgaria,1968,71.2
Bulgaria,1969,70.5
Bulgaria,1970,71.3
Bulgaria,1971,70.9
Bulgaria,1972,70.9
Bulgaria,1973,71.3
Bulgaria,1974,71.2
Bulgaria,1975,71.0
Bulgaria,1976,71.4
Bulgaria,1977,70.8
Bulgaria,1978,71.2
Bulgaria,1979,71.2
Bulgaria,1980,71.1
Bulgaria,1981,71.5
Bulgaria,1982,71.1
Bulgaria,1983,71.3
Bulgaria,1984,71.4
Bulgaria,1985,71.1
Bulgaria,1986,71.6
Bulgaria,1987,71.4
Bulgaria,1988,71.5
Bulgaria,1989,71.5
Bulgaria,1990,71.4
Bulgaria,1991,71.2
Bulgaria,1992,71.2
Bulgaria,1993,71.2
Bulgaria,1994,70.9
Bulgaria,1995,71.0
Bulgaria,1996,70.9
Bulgaria,1997,70.4
Bulgaria,1998,70.9
Bulgaria,1999,71.6
Bulgaria,2000,71.6
Bulgaria,2001,71.9
Bulgaria,2002,72.2
Bulgaria,2003,72.4
Bulgaria,2004,72.6
Bulgaria,2005,72.6
Bulgaria,2006,72.7
Bulgaria,2007,73.0
Bulgaria,2008,73.4
Bulgaria,2009,73.7
Bulgaria,2010,73.8
Bulgaria,2011,74.2
Bulgaria,2012,74.4
Bulgaria,2013,74.8
Bulgaria,2014,74.5
Bulgaria,2015,74.6
Bulgaria,2016,74.8
Bulgaria,2017,74.8
Bulgaria,2018,74.9
Bulgaria,2019,75.1
Bulgaria,2020,73.6
Bulgaria,2021,71.8
Canada,1950,68.2
Canada,1951,68.5
Canada,1952,68.7
Canada,1953,69.1
Canada,1954,69.9
Canada,1955,70.0
Canada,1956,70.0
Canada,1957,69.9
Canada,1958,70.6
Canada,1959,70.6
Canada,1960,71.0
Canada,1961,71.2
Canada,1962,71.2
Canada,1963,71.3
Canada,1964,71.6
Canada,1965,71.8
Canada,1966,71.9
Canada,1967,72.1
Canada,1968,72.2
Canada,1969,72.4
Canada,1970,72.6
Canada,1971,73.0
Canada,1972,72.8
Canada,1973,73.1
Canada,1974,73.1
Canada,1975,73.5
Canada,1976,73.9
Canada,1977,74.2
Canada,1978,74.5
Canada,1979,74.8
Canada,1980,75.1
Canada,1981,75.5
Canada,1982,75.7
Canada,1983,76.1
Canada,1984,76.4
Canada,1985,76.3
Canada,1986,76.5
Canada,1987,76.8
Canada,1988,76.9
Canada,1989,77.1
Canada,1990,77.4
Canada,1991,77.6
Canada,1992,77.9
Canada,1993,77.7
Canada,1994,77.9
Canada,1995,78.0
Canada,1996,78.3
Canada,1997,78.5
Canada,1998,78.7
Canada,1999,78.9
Canada,2000,79.2
Canada,2001,79.5
Canada,2002,79.6
Canada,2003,79.7
Canada,2004,80.0
Canada,2005,80.1
Canada,2006,80.5
Canada,2007,80.5
Canada,2008,80.7
Canada,2009,81.1
Canada,2010,81.3
Canada,2011,81.5
Canada,2012,81.7
Canada,2013,81.8
Canada,2014,81.9
Canada,2015,81.9
Canada,2016,82.0
Canada,2017,82.0
Canada,2018,82.1
Canada,2019,82.4
Canada,2020,82.0
Canada,2021,82.7
Costa Rica,1950,53.8
Costa Rica,1951,54.4
Costa Rica,1952,55.4
Costa Rica,1953,56.1
Costa Rica,1954,57.2
Costa Rica,1955,57.6
Costa Rica,1956,58.1
Costa Rica,1957,58.6
Costa Rica,1958,59.2
Costa Rica,1959,59.5
Costa Rica,1960,60.4
Costa Rica,1961,60.9
Costa Rica,1962,61.1
Costa Rica,1963,61.6
Costa Rica,1964,62.1
Costa Rica,1965,62.7
Costa Rica,1966,63.4
Costa Rica,1967,63.9
Costa Rica,1968,64.4
Costa Rica,1969,65.0
Costa Rica,1970,65.4
Costa Rica,1971,66.3
Costa Rica,1972,66.7
Costa Rica,1973,68.0
Costa Rica,1974,68.5
Costa Rica,1975,69.4
Costa Rica,1976,70.3
Costa Rica,1977,71.3
Costa Rica,1978,72.2
Costa Rica,1979,72.4
Costa Rica,1980,72.9
Costa Rica,1981,73.8
Costa Rica,1982,74.7
Costa Rica,1983,75.1
Costa Rica,1984,75.1
Costa Rica,1985,75.1
Costa Rica,1986,75.5
Costa Rica,1987,75.7
Costa Rica,1988,76.1
Costa Rica,1989,76.3
Costa Rica,1990,76.6
Costa Rica,1991,76.6
Costa Rica,1992,76.6
Costa Rica,1993,76.7
Costa Rica,1994,76.7
Costa Rica,1995,76.6
Costa Rica,1996,76.8
Costa Rica,1997,77.1
Costa Rica,1998,76.9
Costa Rica,1999,77.1
Costa Rica,2000,77.6
Costa Rica,2001,77.5
Costa Rica,2002,78.0
Costa Rica,2003,78.1
Costa Rica,2004,78.3
Costa Rica,2005,78.5
Costa Rica,2006,78.5
Costa Rica,2007,78.5
Costa Rica,2008,78.4
Costa Rica,2009,78.7
Costa Rica,2010,78.7
Costa Rica,2011,79.3
Costa Rica,2012,79.3
Costa Rica,2013,79.4
Costa Rica,2014,78.8
Costa Rica,2015,79.1
Costa Rica,2016,79.5
Costa Rica,2017,79.4
Costa Rica,2018,79.5
Costa Rica,2019,79.4
Costa Rica,2020,79.3
Costa Rica,2021,77.0
Croatia,1950,58.8
Croatia,1951,59.2
Croatia,1952,60.3
Croatia,1953,61.3
Croatia,1954,62.0
Croatia,1955,62.5
Croatia,1956,62.9
Croatia,1957,63.6
Croatia,1958,64.4
Croatia,1959,65.0
Croatia,1960,65.6
Croatia,1961,66.3
Croatia,1962,66.6
Croatia,1963,67.0
Croatia,1964,67.4
Croatia,1965,68.0
Croatia,1966,68.3
Croatia,1967,68.4
Croatia,1968,68.5
Croatia,1969,68.8
Croatia,1970,68.9
Croatia,1971,69.3
Croatia,1972,69.6
Croatia,1973,70.0
Croatia,1974,70.3
Croatia,1975,70.6
Croatia,1976,70.8
Croatia,1977,70.8
Croatia,1978,70.8
Croatia,1979,70.8
Croatia,1980,70.2
Croatia,1981,70.0
Croatia,1982,69.6
Croatia,1983,68.9
Croatia,1984,70.2
Croatia,1985,70.9
Croatia,1986,71.3
Croatia,1987,71.5
Croatia,1988,71.9
Croatia,1989,72.0
Croatia,1990,72.3
Croatia,1991,70.5
Croatia,1992,72.7
Croatia,1993,73.2
Croatia,1994,73.8
Croatia,1995,73.2
Croatia,1996,73.9
Croatia,1997,73.8
Croatia,1998,73.9
Croatia,1999,74.1
Croatia,2000,74.6
Croatia,2001,74.6
Croatia,2002,74.7
Croatia,2003,74.6
Croatia,2004,75.5
Croatia,2005,75.4
Croatia,2006,76.0
Croatia,2007,75.9
Croatia,2008,76.2
Croatia,2009,76.4
Croatia,2010,76.8
Croatia,2011,77.2
Croatia,2012,77.3
Croatia,2013,77.8
Croatia,2014,78.0
Croatia,2015,77.6
Croatia,2016,78.2
Croatia,2017,78.1
Croatia,2018,78.3
Croatia,2019,78.7
Croatia,2020,78.0
Croatia,2021,77.6
Cuba,1950,60.1
Cuba,1951,60.2
Cuba,1952,60.6
Cuba,1953,61.1
Cuba,1954,61.6
Cuba,1955,62.1
Cuba,1956,62.4
Cuba,1957,62.8
Cuba,1958,63.2
Cuba,1959,63.7
Cuba,1960,64.2
Cuba,1961,64.5
Cuba,1962,65.0
Cuba,1963,64.9
Cuba,1964,65.9
Cuba,1965,66.3
Cuba,1966,66.7
Cuba,1967,67.1
Cuba,1968,67.5
Cuba,1969,67.9
Cuba,1970,68.4
Cuba,1971,68.9
Cuba,1972,69.5
Cuba,1973,70.0
Cuba,1974,70.6
Cuba,1975,71.1
Cuba,1976,71.5
Cuba,1977,71.9
Cuba,1978,72.2
Cuba,1979,72.4
Cuba,1980,72.8
Cuba,1981,72.9
Cuba,1982,73.1
Cuba,1983,73.3
Cuba,1984,73.5
Cuba,1985,73.6
Cuba,1986,73.7
Cuba,1987,73.8
Cuba,1988,73.9
Cuba,1989,74.0
Cuba,1990,74.0
Cuba,1991,74.1
Cuba,1992,74.2
Cuba,1993,74.3
Cuba,1994,74.4
Cuba,1995,74.6
Cuba,1996,74.9
Cuba,1997,75.2
Cuba,1998,75.6
Cuba,1999,75.9
Cuba,2000,76.2
Cuba,2001,76.4
Cuba,2002,76.6
Cuba,2003,76.8
Cuba,2004,76.9
Cuba,2005,77.0
Cuba,2006,77.2
Cuba,2007,77.3
Cuba,2008,77.4
Cuba,2009,77.5
Cuba,2010,77.7
Cuba,2011,77.8
Cuba,2012,77.8
Cuba,2013,77.9
Cuba,2014,77.9
Cuba,2015,77.8
Cuba,2016,77.6
Cuba,2017,77.5
Cuba,2018,77.5
Cuba,2019,77.6
Cuba,2020,77.6
Cuba,2021,73.7
Curacao,1950,61.1
Curacao,1951,61.3
Curacao,1952,62.1
Curacao,1953,62.8
Curacao,1954,63.4
Curacao,1955,63.8
Curacao,1956,64.3
Curacao,1957,64.8
Curacao,1958,65.2
Curacao,1959,65.5
Curacao,1960,65.9
Curacao,1961,66.0
Curacao,1962,66.3
Curacao,1963,66.6
Curacao,1964,66.8
Curacao,1965,67.0
Curacao,1966,67.3
Curacao,1967,67.6
Curacao,1968,67.8
Curacao,1969,68.0
Curacao,1970,68.4
Curacao,1971,68.6
Curacao,1972,68.9
Curacao,1973,69.3
Curacao,1974,69.6
Curacao,1975,69.8
Curacao,1976,70.1
Curacao,1977,70.3
Curacao,1978,70.6
Curacao,1979,70.9
Curacao,1980,71.0
Curacao,1981,71.1
Curacao,1982,71.3
Curacao,1983,71.4
Curacao,1984,71.5
Curacao,1985,71.7
Curacao,1986,71.9
Curacao,1987,72.1
Curacao,1988,72.2
Curacao,1989,72.1
Curacao,1990,72.4
Curacao,1991,72.5
Curacao,1992,72.6
Curacao,1993,72.6
Curacao,1994,72.7
Curacao,1995,72.7
Curacao,1996,72.8
Curacao,1997,72.9
Curacao,1998,73.0
Curacao,1999,73.1
Curacao,2000,73.2
Curacao,2001,73.3
Curacao,2002,73.4
Curacao,2003,73.5
Curacao,2004,73.6
Curacao,2005,73.8
Curacao,2006,73.9
Curacao,2007,74.0
Curacao,2008,74.1
Curacao,2009,74.3
Curacao,2010,74.8
Curacao,2011,75.2
Curacao,2012,75.5
Curacao,2013,75.9
Curacao,2014,75.8
Curacao,2015,76.1
Curacao,2016,76.0
Curacao,2017,76.1
Curacao,2018,76.1
Curacao,2019,76.1
Curacao,2020,76.1
Curacao,2021,75.4
Cyprus,1950,56.9
Cyprus,1951,57.5
Cyprus,1952,58.4
Cyprus,1953,59.1
Cyprus,1954,60.0
Cyprus,1955,60.5
Cyprus,1956,61.2
Cyprus,1957,61.9
Cyprus,1958,62.5
Cyprus,1959,63.1
Cyprus,1960,64.2
Cyprus,1961,64.8
Cyprus,1962,65.4
Cyprus,1963,62.3
